file	exists	bytes	width	height
figure2.pdf	TRUE	39306	NA	NA
figure2.svg	TRUE	624564	NA	NA
figure2.png	TRUE	503461	3960	3307
figure2.tiff	TRUE	2629400	3960	3307
contact_sheet.png	TRUE	502810	3960	3307
