figure	primary_claim	claim_boundary	transition_source
Figure 5	FPI decomposes cell-level fibroblast plasticity into mixed-state entropy and transition potential; disease cells show lower FPI primarily through reduced transition potential.	Transition flow and FPI are cross-sectional model-derived summaries, not lineage tracing or causal dynamics.	figures/figure6/source_data
