file	exists	bytes	width	height
figure3.pdf	TRUE	90538	NA	NA
figure3.svg	TRUE	265579	NA	NA
figure3.png	TRUE	758179	3780	3240
figure3.tiff	TRUE	844424	3780	3240
contact_sheet.png	TRUE	757190	3780	3240
