file	exists	bytes	width	height
figure6.pdf	TRUE	43722	NA	NA
figure6.svg	TRUE	133300	NA	NA
figure6.png	TRUE	735278	4920	3840
figure6.tiff	TRUE	971594	4920	3840
contact_sheet.png	TRUE	735015	4920	3840
