n_cells	n_genes	n_states	initial_objective	best_objective	final_objective	objective_improvement	best_iteration	executed_iterations	stop_reason	fit_study_effect	fit_donor_effect	study_effect_l2_norm	donor_effect_l2_norm
240	720	6	2.21767712364889	2.09494802916013	2.09494802916013	0.122729094488759	2	2	max_iterations	TRUE	FALSE	1.68493126620049	NA
