package	version	n_exports	n_man_pages	n_r_files	n_test_files	n_scripts	n_docs	n_figure_packages	n_analysis_dirs	has_news	has_citation	has_pkgdown_config	all_exports_documented	generated_at
FibroDynMix	0.0.0.9000	51	51	21	21	42	39	10	35	TRUE	TRUE	TRUE	TRUE	2026-06-15 12:50:51.628155
