state	gene	mean	sd	lower	upper
myofibroblast	Gene0087	1.25055409476118	0.78585345510044	0.169354181825902	2.20448320309416
myofibroblast	Gene0088	0.768239795740532	0.593009065707085	0.197831031870835	1.56666827899059
myofibroblast	Gene0089	0.753526244792902	0.613726848008987	0.0255530492451998	1.4415877225249
myofibroblast	Gene0090	0.606482329079162	0.612971101519717	0.0822062766395094	1.41033748722001
myofibroblast	Gene0091	1.07998163396525	1.03275736634278	0.129808302496436	2.32654283059159
myofibroblast	Gene0092	0.922092390507512	0.785314168493121	0.155577936757095	2.17289457225092
myofibroblast	Gene0093	1.82554616175663	0.930758656324558	1.10790236918797	3.40737982186575
myofibroblast	Gene0094	0.924515435157703	0.522840447182367	0.417446967667832	1.73981287023019
myofibroblast	Gene0095	0.801386409067834	0.725757128263888	0.0609234758508291	1.92565649685742
myofibroblast	Gene0096	2.21037320951618	0.959605189955856	0.66707403861495	3.12508513120072
myofibroblast	Gene0097	1.23160001630299	0.616306765948313	0.383901965628017	1.9851945053065
myofibroblast	Gene0098	1.60073724403803	1.2890307278829	0.0757626222707515	3.37989498994582
myofibroblast	Gene0099	1.4538059806586	0.634118271664627	0.855663026184686	2.34260192087221
myofibroblast	Gene0100	0.821036073640924	0.567502525131307	0.116353101226825	1.44296249729794
ECM-remodeling	Gene0001	1.50768133089141	1.09517572861263	0.118850149088185	2.8638833703078
ECM-remodeling	Gene0002	1.38655046026116	0.793908667893449	0.562655576842605	2.60438729545273
ECM-remodeling	Gene0003	1.32867619364476	0.798402162433299	0.188014276631875	2.1320037467294
ECM-remodeling	Gene0004	1.18443131809495	0.656625484838116	0.463165965281406	2.09716875734865
ECM-remodeling	Gene0005	1.40300886282852	0.882258514256099	0.134164790478542	2.23054537897186
ECM-remodeling	Gene0006	0.555605089808824	0.227305034825004	0.268391983307551	0.82171822473769
ECM-remodeling	Gene0007	0.752259672437934	0.414925328024299	0.120550198427822	1.26746685928077
ECM-remodeling	Gene0008	1.22539234510365	0.632231968168378	0.664908751437436	2.18660102986856
ECM-remodeling	Gene0009	0.89719347767918	0.422210103434753	0.267648508820541	1.27633447205014
ECM-remodeling	Gene0010	0.807093805318141	0.416471530170326	0.473408239386363	1.5148221754558
ECM-remodeling	Gene0011	1.77546854927747	0.464114370858587	1.29025466262189	2.31468104933018
ECM-remodeling	Gene0012	1.10104508403276	0.649593846895191	0.316746221454485	1.76613447759479
ECM-remodeling	Gene0013	1.18195005089031	1.12298798648346	0.361363416816486	3.05406969701454
ECM-remodeling	Gene0014	1.54385699041549	1.19313061459357	0.220916203758924	2.76404659703937
ECM-remodeling	Gene0015	1.87961455073987	1.14232552527355	0.311578140303279	3.08027577159452
ECM-remodeling	Gene0016	2.79525278423604	0.902025267376864	1.57082189469527	3.69174059999351
ECM-remodeling	Gene0017	3.36657275405792	1.29923637451738	1.90245852102238	5.04909385774282
ECM-remodeling	Gene0018	2.67610353137281	1.0819417125579	1.53098671610122	4.20892924864013
