file	exists	bytes	width	height
figure4.pdf	TRUE	8558	NA	NA
figure4.svg	TRUE	25019	NA	NA
figure4.png	TRUE	277122	3510	2250
figure4.tiff	TRUE	505038	3510	2250
contact_sheet.png	TRUE	277366	3510	2250
