scenario	replicate	method	cell_id	true_entropy	pred_entropy	entropy_abs_error	scenario_label
continuous	1	marker_scoring	Cell000075	1.39533481062546	1.68602399821043	0.290689187584968	Continuous
continuous	2	fibrodynmix_vi	Cell000032	1.47818335807863	1.51469205197397	0.0365086938953387	Continuous
rare_transition	3	marker_scoring	Cell000088	0.860626316736751	1.65584911850077	0.795222801764023	Rare
rare_transition	3	fibrodynmix_nb	Cell000003	0.905370132915944	1.02865882727266	0.123288694356715	Rare
rare_transition	3	marker_scoring	Cell000053	0.75529031983016	1.77199389981825	1.01670357998809	Rare
continuous	1	fibrodynmix_nb	Cell000027	1.59144969048266	1.46115571602998	0.130293974452677	Continuous
rare_transition	2	fibrodynmix_vi	Cell000099	1.3090880770226	1.64841036466143	0.33932228763883	Rare
rare_transition	1	marker_scoring	Cell000030	1.38639146474018	1.70222463578296	0.315833171042773	Rare
continuous	1	fibrodynmix_vi	Cell000069	1.50988213079716	1.61700156478858	0.107119433991417	Continuous
continuous	2	fibrodynmix_vi	Cell000071	1.66071517520777	1.72150749376073	0.0607923185529597	Continuous
rare_transition	3	fibrodynmix_vi	Cell000046	1.44289036904912	1.51117014275144	0.0682797737023222	Rare
rare_transition	1	fibrodynmix_nb	Cell000047	1.20998856630772	1.6620138962941	0.452025329986379	Rare
continuous	3	marker_scoring	Cell000019	1.64217313015961	1.75597083719276	0.11379770703315	Continuous
rare_transition	2	fibrodynmix_nb	Cell000079	0.87264814356951	1.25141861250729	0.37877046893778	Rare
continuous	1	fibrodynmix_vi	Cell000093	1.45992685486667	1.60896247740958	0.149035622542909	Continuous
rare_transition	1	fibrodynmix_nb	Cell000099	1.28497513805834	1.45623972345223	0.171264585393893	Rare
rare_transition	1	fibrodynmix_vi	Cell000026	1.27397581189151	1.48834230539011	0.214366493498595	Rare
continuous	3	fibrodynmix_vi	Cell000108	1.60380080752145	1.62315135917028	0.0193505516488255	Continuous
continuous	2	fibrodynmix_vi	Cell000052	0.878415125903707	1.48760039761759	0.609185271713887	Continuous
continuous	3	fibrodynmix_nb	Cell000024	1.53993106638292	1.49515514393011	0.0447759224528117	Continuous
continuous	3	fibrodynmix_vi	Cell000106	1.61683347250735	1.60246429644215	0.0143691760651978	Continuous
continuous	2	fibrodynmix_nb	Cell000095	1.5619145396933	1.55977325474953	0.00214128494376342	Continuous
continuous	1	fibrodynmix_nb	Cell000087	1.46026371306763	1.54510262006635	0.0848389069987252	Continuous
rare_transition	2	fibrodynmix_nb	Cell000107	1.46233206628375	1.72383829196265	0.261506225678906	Rare
continuous	3	fibrodynmix_nb	Cell000088	1.0690121564723	1.42377640451151	0.35476424803921	Continuous
continuous	2	fibrodynmix_vi	Cell000089	1.17996909188352	1.58485240075143	0.404883308867908	Continuous
continuous	3	fibrodynmix_nb	Cell000102	1.50629203832598	1.57406414600425	0.0677721076782756	Continuous
continuous	1	fibrodynmix_nb	Cell000096	1.67583720083522	1.72967635984716	0.0538391590119396	Continuous
rare_transition	2	fibrodynmix_vi	Cell000044	0.943934319604428	1.61127873390983	0.667344414305407	Rare
continuous	2	marker_scoring	Cell000097	1.58203503099206	1.77632560294208	0.19429057195002	Continuous
continuous	2	marker_scoring	Cell000006	1.2605655499335	1.71711132532757	0.456545775394074	Continuous
continuous	2	fibrodynmix_vi	Cell000029	1.50989333431383	1.50755476364522	0.00233857066860099	Continuous
continuous	1	fibrodynmix_nb	Cell000094	1.67984794791387	1.44673848209073	0.233109465823133	Continuous
continuous	2	marker_scoring	Cell000015	1.3322677398016	1.70819628741326	0.375928547611664	Continuous
rare_transition	3	fibrodynmix_nb	Cell000021	1.4315219354013	1.64120512224892	0.209683186847625	Rare
rare_transition	3	fibrodynmix_nb	Cell000001	0.892108119503837	1.58622105335563	0.694112933851791	Rare
continuous	3	marker_scoring	Cell000086	1.12405008081901	1.65438292199166	0.530332841172652	Continuous
continuous	2	fibrodynmix_nb	Cell000012	1.35127493988516	1.60695050840555	0.255675568520398	Continuous
rare_transition	2	fibrodynmix_vi	Cell000103	1.52040827535107	1.49178189728604	0.0286263780650235	Rare
continuous	1	marker_scoring	Cell000020	1.67282344933981	1.75640702701629	0.0835835776764846	Continuous
rare_transition	1	fibrodynmix_nb	Cell000077	1.02226647814365	1.51368258471196	0.491416106568313	Rare
continuous	2	fibrodynmix_vi	Cell000099	1.6718797773126	1.52970224192139	0.142177535391205	Continuous
continuous	3	marker_scoring	Cell000108	1.60380080752145	1.68496571243111	0.0811649049096623	Continuous
rare_transition	3	marker_scoring	Cell000076	1.02543151922042	1.75267753740509	0.727246018184666	Rare
rare_transition	2	fibrodynmix_nb	Cell000023	1.43626348534931	1.59684958227045	0.160586096921137	Rare
rare_transition	3	fibrodynmix_vi	Cell000075	1.08212985596033	1.72571487192581	0.643585015965475	Rare
rare_transition	2	fibrodynmix_vi	Cell000097	1.50434872748384	1.62592873014754	0.121580002663702	Rare
rare_transition	1	fibrodynmix_vi	Cell000036	1.45497002404814	1.61012754455707	0.155157520508929	Rare
rare_transition	1	fibrodynmix_nb	Cell000035	1.46838460345418	1.56806090073883	0.0996762972846481	Rare
continuous	1	fibrodynmix_nb	Cell000037	1.27290591099466	1.40522298098795	0.132317069993285	Continuous
continuous	1	marker_scoring	Cell000077	1.15116587467325	1.69947138472027	0.548305510047028	Continuous
rare_transition	2	marker_scoring	Cell000104	1.47858252325348	1.74081660823572	0.262234084982245	Rare
continuous	2	fibrodynmix_vi	Cell000087	1.42071809602042	1.55600571943781	0.135287623417388	Continuous
rare_transition	2	fibrodynmix_vi	Cell000048	0.822952425131565	1.55112463341611	0.728172208284545	Rare
continuous	1	fibrodynmix_vi	Cell000023	1.64943118589611	1.71797367710465	0.0685424912085377	Continuous
continuous	3	fibrodynmix_nb	Cell000074	1.44035419554293	1.70055421832642	0.260200022783493	Continuous
continuous	1	fibrodynmix_vi	Cell000017	1.4686790975385	1.59010688129849	0.121427783759983	Continuous
continuous	1	fibrodynmix_nb	Cell000074	1.1142205042476	1.29643970165277	0.182219197405171	Continuous
continuous	3	fibrodynmix_nb	Cell000093	1.55007812200083	1.57300506605579	0.0229269440549569	Continuous
continuous	3	marker_scoring	Cell000032	1.6100057339844	1.69418320992276	0.0841774759383676	Continuous
rare_transition	3	fibrodynmix_nb	Cell000091	1.4335717855651	1.26602242607225	0.167549359492853	Rare
continuous	1	marker_scoring	Cell000086	1.55744101418909	1.72278071633275	0.165339702143659	Continuous
rare_transition	3	fibrodynmix_vi	Cell000071	1.3969947197994	1.72143550625549	0.324440786456089	Rare
continuous	2	fibrodynmix_vi	Cell000102	1.48274831532933	1.45538254360471	0.0273657717246205	Continuous
rare_transition	2	fibrodynmix_vi	Cell000090	1.3090880770226	1.63107811196965	0.321990034947052	Rare
rare_transition	2	marker_scoring	Cell000101	1.55914353772076	1.77218041773533	0.213036880014564	Rare
rare_transition	1	fibrodynmix_nb	Cell000076	1.01934024472476	1.43288552506867	0.413545280343902	Rare
rare_transition	2	fibrodynmix_nb	Cell000036	1.45510912506052	1.71610007568673	0.260990950626204	Rare
rare_transition	1	marker_scoring	Cell000062	1.52912873343853	1.79021199357078	0.26108326013225	Rare
continuous	3	marker_scoring	Cell000100	1.57305862220032	1.76093085380535	0.187872231605022	Continuous
rare_transition	1	marker_scoring	Cell000038	0.882037851512543	1.7546147937927	0.87257694228016	Rare
continuous	1	fibrodynmix_nb	Cell000099	1.52033322949516	1.49178769924725	0.0285455302479103	Continuous
continuous	1	marker_scoring	Cell000041	1.21205250590139	1.75483573984578	0.542783233944388	Continuous
rare_transition	3	marker_scoring	Cell000097	1.43582740257203	1.76601461023178	0.330187207659751	Rare
continuous	1	fibrodynmix_vi	Cell000001	1.33581770809907	1.59295188786315	0.257134179764086	Continuous
continuous	3	fibrodynmix_nb	Cell000046	1.29145527494319	1.58099731767312	0.289542042729932	Continuous
continuous	2	fibrodynmix_nb	Cell000057	1.45549227659307	1.45902004886987	0.00352777227679835	Continuous
continuous	3	fibrodynmix_nb	Cell000105	1.6447398764632	1.39694577471974	0.247794101743461	Continuous
rare_transition	1	fibrodynmix_vi	Cell000047	1.20998856630772	1.64534730739723	0.435358741089506	Rare
rare_transition	1	marker_scoring	Cell000058	1.4338655713401	1.75429126432976	0.320425692989653	Rare
continuous	1	marker_scoring	Cell000072	1.58077732066666	1.74655547053701	0.165778149870349	Continuous
rare_transition	2	fibrodynmix_vi	Cell000075	0.851596121665761	1.61248388604008	0.760887764374322	Rare
rare_transition	2	fibrodynmix_nb	Cell000058	1.49720306197581	1.52788232250945	0.0306792605336459	Rare
rare_transition	1	fibrodynmix_nb	Cell000007	0.778296330730166	1.66918960470255	0.890893273972384	Rare
rare_transition	2	marker_scoring	Cell000036	1.45510912506052	1.76823089939025	0.313121774329731	Rare
continuous	2	marker_scoring	Cell000036	1.4799641973635	1.74709146426464	0.267127266901133	Continuous
rare_transition	1	fibrodynmix_nb	Cell000106	1.54569110864621	1.7821913752373	0.236500266591084	Rare
continuous	2	marker_scoring	Cell000098	1.42688783740046	1.75827615893841	0.331388321537952	Continuous
continuous	1	marker_scoring	Cell000105	1.60854645298963	1.73910402265793	0.130557569668301	Continuous
rare_transition	2	marker_scoring	Cell000086	0.936077622735789	1.75474844180317	0.818670819067376	Rare
continuous	2	marker_scoring	Cell000089	1.17996909188352	1.76495839252778	0.584989300644257	Continuous
continuous	3	fibrodynmix_vi	Cell000021	1.68084073727334	1.36147897110252	0.319361766170821	Continuous
continuous	3	fibrodynmix_vi	Cell000052	0.994952824727997	1.40480379055801	0.409850965830016	Continuous
rare_transition	2	fibrodynmix_vi	Cell000030	1.3090880770226	1.72081163127133	0.411723554248733	Rare
continuous	1	fibrodynmix_vi	Cell000105	1.60854645298963	1.57998926846963	0.0285571845199999	Continuous
rare_transition	3	fibrodynmix_vi	Cell000025	1.53003129803351	1.69635871404993	0.166327416016426	Rare
rare_transition	3	fibrodynmix_nb	Cell000058	1.51627020415908	1.6951332261184	0.178863021959327	Rare
rare_transition	2	marker_scoring	Cell000005	0.851123693774898	1.74728636931498	0.896162675540081	Rare
continuous	3	fibrodynmix_vi	Cell000017	1.03068164567421	1.44341179164007	0.412730145965861	Continuous
continuous	1	marker_scoring	Cell000087	1.46026371306763	1.72188838444084	0.26162467137321	Continuous
continuous	1	fibrodynmix_vi	Cell000088	1.50699242318393	1.40959185204525	0.0974005711386832	Continuous
continuous	2	fibrodynmix_nb	Cell000049	1.40360728756005	1.53923491052899	0.135627622968934	Continuous
rare_transition	1	fibrodynmix_nb	Cell000102	1.45496711859157	1.69470817971069	0.239741061119122	Rare
continuous	1	marker_scoring	Cell000056	1.66630374362674	1.76083266550837	0.0945289218816248	Continuous
rare_transition	2	fibrodynmix_vi	Cell000056	1.46778673758797	1.57637763689967	0.108590899311696	Rare
continuous	2	fibrodynmix_nb	Cell000066	1.5909728320165	1.66683036138228	0.0758575293657844	Continuous
rare_transition	2	marker_scoring	Cell000079	0.87264814356951	1.71350462159338	0.840856478023865	Rare
rare_transition	2	fibrodynmix_nb	Cell000049	1.06251293144607	1.58365362806427	0.521140696618195	Rare
rare_transition	2	marker_scoring	Cell000044	0.943934319604428	1.71863903757974	0.77470471797531	Rare
continuous	2	fibrodynmix_vi	Cell000107	1.51053040093358	1.35119160647648	0.159338794457105	Continuous
rare_transition	3	fibrodynmix_vi	Cell000036	1.37956432806612	1.51077424490433	0.131209916838207	Rare
rare_transition	1	fibrodynmix_vi	Cell000078	1.3090880770226	1.64688391564246	0.337795838619864	Rare
rare_transition	3	fibrodynmix_nb	Cell000072	1.40556408725233	1.66646829578888	0.260904208536546	Rare
continuous	3	fibrodynmix_nb	Cell000068	1.52656242347984	1.70723615707737	0.180673733597528	Continuous
rare_transition	2	fibrodynmix_vi	Cell000069	1.28453400709836	1.68735620549047	0.402822198392111	Rare
continuous	1	fibrodynmix_vi	Cell000038	1.30584955548145	1.56750785955623	0.26165830407478	Continuous
rare_transition	1	fibrodynmix_vi	Cell000068	1.44231746785661	1.69972677697153	0.257409309114917	Rare
continuous	3	marker_scoring	Cell000070	1.53204206457031	1.73321936191954	0.201177297349236	Continuous
continuous	2	fibrodynmix_vi	Cell000033	1.57035954732911	1.5831689754158	0.0128094280866842	Continuous
continuous	3	fibrodynmix_nb	Cell000090	1.28580659743665	1.56051559061709	0.274708993180438	Continuous
continuous	3	marker_scoring	Cell000079	1.45022596333965	1.76277353706809	0.312547573728441	Continuous
rare_transition	2	fibrodynmix_vi	Cell000039	1.09405913213157	1.59079225227624	0.496733120144671	Rare
continuous	3	fibrodynmix_vi	Cell000072	1.52648392942977	1.72286304917868	0.196379119748907	Continuous
continuous	3	marker_scoring	Cell000044	1.36617689074342	1.69383089080286	0.327654000059447	Continuous
continuous	1	fibrodynmix_vi	Cell000086	1.55744101418909	1.6215709138961	0.0641298997070117	Continuous
rare_transition	1	fibrodynmix_vi	Cell000087	0.859752882448894	1.56187836598268	0.70212548353379	Rare
rare_transition	1	marker_scoring	Cell000106	1.54569110864621	1.76272031808563	0.217029209439418	Rare
continuous	3	fibrodynmix_nb	Cell000028	1.49461537701637	1.56058937841462	0.0659740013982539	Continuous
continuous	2	fibrodynmix_vi	Cell000035	1.66005031401233	1.70295740517027	0.0429070911579437	Continuous
continuous	3	marker_scoring	Cell000077	1.37047559115894	1.63782970696417	0.267354115805236	Continuous
continuous	2	marker_scoring	Cell000075	1.35987564652849	1.73093532371464	0.371059677186151	Continuous
rare_transition	3	marker_scoring	Cell000006	1.29732472327239	1.76198292586221	0.464658202589816	Rare
rare_transition	2	marker_scoring	Cell000037	1.11425770108635	1.70689001346246	0.592632312376105	Rare
continuous	3	marker_scoring	Cell000038	1.26373200028507	1.64930016811259	0.385568167827519	Continuous
rare_transition	3	marker_scoring	Cell000037	0.986761062426566	1.72121853418512	0.734457471758557	Rare
continuous	1	fibrodynmix_nb	Cell000008	1.50125414603261	1.60557542583437	0.104321279801759	Continuous
continuous	3	fibrodynmix_nb	Cell000040	1.42554844566178	1.53865223097052	0.113103785308745	Continuous
rare_transition	2	fibrodynmix_nb	Cell000080	0.987839240541964	1.6491070876753	0.66126784713333	Rare
rare_transition	1	fibrodynmix_nb	Cell000074	1.02322019297902	1.56560740315648	0.542387210177459	Rare
continuous	2	fibrodynmix_nb	Cell000032	1.47818335807863	1.52132955193408	0.0431461938554534	Continuous
rare_transition	1	fibrodynmix_vi	Cell000011	0.560429418933437	1.59400503593467	1.03357561700123	Rare
continuous	3	fibrodynmix_vi	Cell000096	1.54066896563875	1.64014162839763	0.0994726627588873	Continuous
continuous	2	marker_scoring	Cell000063	1.51827398658553	1.73918652562143	0.220912539035908	Continuous
continuous	3	marker_scoring	Cell000096	1.54066896563875	1.76001189639653	0.219342930757783	Continuous
rare_transition	1	fibrodynmix_nb	Cell000010	1.12134412158297	1.72775659215473	0.606412470571763	Rare
rare_transition	2	fibrodynmix_vi	Cell000059	1.35364686246309	1.31430079011085	0.0393460723522363	Rare
continuous	2	marker_scoring	Cell000033	1.57035954732911	1.77883651266702	0.208476965337911	Continuous
rare_transition	3	fibrodynmix_nb	Cell000099	1.4458468041288	1.59587032233613	0.15002351820733	Rare
continuous	1	marker_scoring	Cell000066	1.50266245173911	1.76088658021794	0.258224128478826	Continuous
continuous	1	marker_scoring	Cell000002	1.23117007880125	1.75443367760322	0.523263598801966	Continuous
continuous	3	fibrodynmix_nb	Cell000031	1.60699168805233	1.54826264914065	0.0587290389116706	Continuous
continuous	3	fibrodynmix_vi	Cell000060	1.60963412005419	1.56521520655817	0.0444189134960213	Continuous
continuous	1	fibrodynmix_vi	Cell000055	1.64185404201173	1.77555593048586	0.133701888474124	Continuous
rare_transition	3	marker_scoring	Cell000073	0.85256819278464	1.7771365029011	0.924568310116459	Rare
continuous	1	fibrodynmix_nb	Cell000024	1.6168311122817	1.69017964415026	0.0733485318685572	Continuous
continuous	2	fibrodynmix_vi	Cell000108	1.58501666111694	1.70150647716394	0.116489816047004	Continuous
rare_transition	3	fibrodynmix_nb	Cell000051	1.20683740140248	1.7607674576612	0.553930056258717	Rare
continuous	3	fibrodynmix_vi	Cell000026	1.62069706915	1.55258525394	0.0681118152100024	Continuous
rare_transition	2	fibrodynmix_nb	Cell000018	1.10186160630857	1.5796126722421	0.477751065933535	Rare
continuous	3	fibrodynmix_vi	Cell000098	1.54705842248835	1.48634889164546	0.0607095308428982	Continuous
continuous	3	marker_scoring	Cell000065	1.47477173170581	1.76092271354032	0.286150981834503	Continuous
continuous	1	fibrodynmix_vi	Cell000016	1.18796767296746	1.59959875240995	0.411631079442494	Continuous
rare_transition	2	fibrodynmix_nb	Cell000020	1.41083668802273	1.42574238995952	0.0149057019367844	Rare
continuous	2	marker_scoring	Cell000004	0.90854489727854	1.77352096118088	0.864976063902339	Continuous
rare_transition	2	marker_scoring	Cell000021	1.43312459153581	1.77989881419666	0.346774222660848	Rare
continuous	1	fibrodynmix_vi	Cell000063	1.56530009480047	1.66943321972472	0.104133124924251	Continuous
rare_transition	1	fibrodynmix_nb	Cell000046	1.0389565765286	1.52961841281175	0.49066183628315	Rare
rare_transition	3	fibrodynmix_nb	Cell000032	1.40174294523645	1.67795728312855	0.276214337892101	Rare
rare_transition	1	fibrodynmix_vi	Cell000019	1.30945855041259	1.73479095500204	0.425332404589448	Rare
rare_transition	2	marker_scoring	Cell000022	1.45415355590761	1.77820052185186	0.324046965944248	Rare
rare_transition	2	marker_scoring	Cell000075	0.851596121665761	1.7593195717612	0.907723450095437	Rare
rare_transition	3	marker_scoring	Cell000002	0.834501507847234	1.766467697227	0.931966189379769	Rare
rare_transition	1	fibrodynmix_nb	Cell000058	1.4338655713401	1.57905072867043	0.145185157330324	Rare
rare_transition	3	fibrodynmix_vi	Cell000051	1.20683740140248	1.76983625259159	0.562998851189106	Rare
rare_transition	2	marker_scoring	Cell000016	0.992227469159076	1.75900110123875	0.766773632079671	Rare
rare_transition	1	marker_scoring	Cell000002	0.92458528869143	1.73891532463449	0.814330035943061	Rare
rare_transition	3	fibrodynmix_vi	Cell000031	1.51877481182393	1.66172921870657	0.142954406882641	Rare
rare_transition	2	fibrodynmix_vi	Cell000104	1.47858252325348	1.37511048262465	0.103472040628832	Rare
continuous	2	fibrodynmix_vi	Cell000062	1.47960050734808	1.50641832606767	0.0268178187195918	Continuous
continuous	3	marker_scoring	Cell000003	1.41588423366198	1.71380231373226	0.297918080070283	Continuous
rare_transition	1	fibrodynmix_vi	Cell000077	1.02226647814365	1.52855988798371	0.506293409840068	Rare
continuous	1	fibrodynmix_nb	Cell000052	1.23959292965275	1.46261784452466	0.223024914871907	Continuous
continuous	2	fibrodynmix_vi	Cell000070	1.63094031621289	1.57498583769833	0.0559544785145558	Continuous
rare_transition	2	marker_scoring	Cell000046	0.958931748499444	1.76555005564138	0.806618307141936	Rare
continuous	1	marker_scoring	Cell000084	1.10255088868019	1.70321080161168	0.60065991293149	Continuous
rare_transition	1	fibrodynmix_nb	Cell000087	0.859752882448894	1.56316818406897	0.70341530162008	Rare
continuous	2	fibrodynmix_nb	Cell000034	1.43390235926825	1.35708676696226	0.0768155923059859	Continuous
rare_transition	2	marker_scoring	Cell000100	1.36076483419136	1.65134255718796	0.290577722996606	Rare
continuous	2	fibrodynmix_vi	Cell000105	1.5504599911379	1.54485084316099	0.00560914797690137	Continuous
continuous	3	fibrodynmix_vi	Cell000041	1.44085581449251	1.59684306862255	0.155987254130041	Continuous
rare_transition	2	marker_scoring	Cell000013	0.67861861161194	1.76835038879255	1.08973177718061	Rare
continuous	3	marker_scoring	Cell000099	1.6086227644036	1.72515875417726	0.116535989773657	Continuous
continuous	3	fibrodynmix_nb	Cell000010	1.49834156767234	1.58347985864136	0.085138290969019	Continuous
rare_transition	3	fibrodynmix_nb	Cell000019	1.46274454934693	1.41223481344983	0.0505097358971054	Rare
rare_transition	1	marker_scoring	Cell000097	1.46579399594916	1.70722096413912	0.241426968189956	Rare
continuous	2	marker_scoring	Cell000073	1.14548917520776	1.75249641310932	0.607007237901561	Continuous
rare_transition	3	fibrodynmix_nb	Cell000095	1.56500260186403	1.44688165935474	0.118120942509285	Rare
continuous	2	marker_scoring	Cell000010	1.48726599054411	1.75060407644917	0.263338085905056	Continuous
rare_transition	2	marker_scoring	Cell000002	0.986736220654144	1.76772267294219	0.780986452288046	Rare
continuous	3	fibrodynmix_nb	Cell000083	0.991581030788689	1.46988580636323	0.478304775574538	Continuous
continuous	1	marker_scoring	Cell000102	1.52761362422518	1.7467988527973	0.219185228572123	Continuous
rare_transition	2	fibrodynmix_nb	Cell000104	1.47858252325348	1.37284627070747	0.105736252546009	Rare
continuous	2	marker_scoring	Cell000030	1.67027700166034	1.73291859552508	0.0626415938647451	Continuous
rare_transition	3	fibrodynmix_nb	Cell000107	1.49892498836336	1.4464738958668	0.0524510924965609	Rare
continuous	3	fibrodynmix_vi	Cell000087	1.44745281746538	1.52472817913228	0.0772753616669053	Continuous
continuous	1	marker_scoring	Cell000018	1.19762539337932	1.7014832881459	0.503857894766583	Continuous
rare_transition	3	marker_scoring	Cell000056	1.50437218264202	1.77576974038719	0.271397557745165	Rare
rare_transition	3	marker_scoring	Cell000024	1.47536863530828	1.74901548564512	0.273646850336833	Rare
rare_transition	3	fibrodynmix_nb	Cell000100	1.53551135456236	1.73899642575014	0.203485071187775	Rare
rare_transition	1	marker_scoring	Cell000018	0.842127884359709	1.77365898191362	0.931531097553915	Rare
rare_transition	1	fibrodynmix_nb	Cell000070	1.45765921587011	1.45227659658565	0.00538261928446682	Rare
continuous	1	marker_scoring	Cell000089	1.2038795506795	1.74917887870855	0.545299328029055	Continuous
continuous	1	fibrodynmix_vi	Cell000003	1.43336256352193	1.58005780132018	0.146695237798249	Continuous
rare_transition	1	marker_scoring	Cell000007	0.778296330730166	1.72900558503296	0.950709254302794	Rare
continuous	2	fibrodynmix_nb	Cell000040	1.27063761983102	1.50361177262874	0.232974152797722	Continuous
continuous	1	fibrodynmix_nb	Cell000076	1.31567052825141	1.47407665527772	0.15840612702631	Continuous
continuous	2	fibrodynmix_vi	Cell000004	0.90854489727854	1.60051192091597	0.69196702363743	Continuous
continuous	3	marker_scoring	Cell000075	1.28450907809558	1.71008990767733	0.425580829581743	Continuous
continuous	3	fibrodynmix_nb	Cell000100	1.57305862220032	1.43752878049817	0.135529841702149	Continuous
rare_transition	2	marker_scoring	Cell000083	0.989903976841901	1.7619331163153	0.772029139473403	Rare
continuous	1	fibrodynmix_nb	Cell000044	1.25171804099998	1.56543406750708	0.313716026507104	Continuous
rare_transition	2	marker_scoring	Cell000047	0.99252904231166	1.6958566347963	0.703327592484635	Rare
rare_transition	1	marker_scoring	Cell000101	1.52422003810815	1.73611140378973	0.211891365681586	Rare
continuous	3	fibrodynmix_vi	Cell000074	1.44035419554293	1.69246322148745	0.252109025944522	Continuous
continuous	3	fibrodynmix_nb	Cell000005	1.49691185628606	1.34655957492667	0.150352281359387	Continuous
rare_transition	3	marker_scoring	Cell000022	1.40598799638046	1.73866582505058	0.332677828670111	Rare
rare_transition	3	fibrodynmix_nb	Cell000065	1.3921667604205	1.55845890802444	0.166292147603937	Rare
rare_transition	1	fibrodynmix_vi	Cell000028	1.47447231254846	1.6944415122854	0.219969199736942	Rare
rare_transition	2	marker_scoring	Cell000103	1.52040827535107	1.76218474272332	0.24177646737225	Rare
rare_transition	3	marker_scoring	Cell000051	1.20683740140248	1.78000868301411	0.573171281611626	Rare
rare_transition	3	fibrodynmix_nb	Cell000038	1.26781436085858	1.35089900728029	0.0830846464217163	Rare
continuous	3	fibrodynmix_vi	Cell000033	1.432159775454	1.51244855931785	0.0802887838638502	Continuous
rare_transition	1	fibrodynmix_vi	Cell000071	1.50784287122279	1.52341538839334	0.0155725171705507	Rare
continuous	2	fibrodynmix_vi	Cell000031	1.48658046889249	1.50537978523217	0.0187993163396767	Continuous
rare_transition	1	fibrodynmix_nb	Cell000050	1.26340093593692	1.71213798609268	0.448737050155767	Rare
rare_transition	3	fibrodynmix_vi	Cell000035	1.41824803272345	1.67629979912056	0.258051766397107	Rare
rare_transition	3	marker_scoring	Cell000090	0.914656781363303	1.6729891919774	0.7583324106141	Rare
rare_transition	1	marker_scoring	Cell000066	1.44976573909023	1.74706971998363	0.297303980893394	Rare
continuous	3	fibrodynmix_nb	Cell000034	1.51142615449915	1.59415767779789	0.0827315232987365	Continuous
rare_transition	2	marker_scoring	Cell000023	1.43626348534931	1.75274486904625	0.31648138369694	Rare
rare_transition	2	fibrodynmix_nb	Cell000013	0.67861861161194	1.6655059123882	0.986887300776259	Rare
continuous	3	marker_scoring	Cell000054	1.46139281712649	1.74121879307265	0.279825975946161	Continuous
rare_transition	2	fibrodynmix_nb	Cell000089	1.19782724031423	1.64306155232359	0.445234312009354	Rare
continuous	1	fibrodynmix_vi	Cell000018	1.19762539337932	1.46409599761881	0.266470604239498	Continuous
continuous	3	fibrodynmix_vi	Cell000001	0.787881401574738	1.29875300740674	0.510871605832005	Continuous
rare_transition	2	marker_scoring	Cell000098	1.5268141901679	1.76121835192387	0.234404161755968	Rare
rare_transition	2	fibrodynmix_nb	Cell000085	0.879428503269513	1.40158042758222	0.522151924312707	Rare
continuous	1	fibrodynmix_nb	Cell000093	1.45992685486667	1.59293831877091	0.133011463904241	Continuous
continuous	1	fibrodynmix_nb	Cell000056	1.66630374362674	1.75492147917967	0.0886177355529223	Continuous
rare_transition	2	fibrodynmix_nb	Cell000082	1.06031625082171	1.43164698490729	0.371330734085572	Rare
rare_transition	1	marker_scoring	Cell000014	1.10068308330974	1.74637426162512	0.645691178315372	Rare
continuous	2	fibrodynmix_nb	Cell000098	1.42688783740046	1.67375230082214	0.24686446342168	Continuous
rare_transition	1	marker_scoring	Cell000077	1.02226647814365	1.74631797058335	0.724051492439708	Rare
continuous	3	fibrodynmix_nb	Cell000103	1.60712220770162	1.57051988201323	0.036602325688389	Continuous
rare_transition	2	marker_scoring	Cell000030	1.3090880770226	1.78509083834923	0.476002761326636	Rare
rare_transition	3	marker_scoring	Cell000063	1.23606762376055	1.77885901756827	0.542791393807723	Rare
continuous	1	fibrodynmix_vi	Cell000068	1.55660782947087	1.64214003573883	0.08553220626796	Continuous
continuous	2	fibrodynmix_nb	Cell000067	1.6111237220559	1.55302223519621	0.0581014868596885	Continuous
continuous	3	fibrodynmix_vi	Cell000029	1.54410771710948	1.51705060797393	0.0270571091355489	Continuous
continuous	1	fibrodynmix_nb	Cell000089	1.2038795506795	1.29411044022001	0.0902308895405131	Continuous
rare_transition	1	fibrodynmix_nb	Cell000001	0.923711415100213	1.58303826076915	0.659326845668942	Rare
continuous	3	fibrodynmix_nb	Cell000001	0.787881401574738	1.23546923031536	0.44758782874062	Continuous
continuous	1	marker_scoring	Cell000036	1.6172747914741	1.73369173294452	0.116416941470422	Continuous
rare_transition	2	fibrodynmix_nb	Cell000071	1.5233971629361	1.68398230339888	0.160585140462783	Rare
rare_transition	2	fibrodynmix_nb	Cell000066	1.3090880770226	1.55448786809856	0.245399791075963	Rare
rare_transition	2	fibrodynmix_nb	Cell000057	1.626252269133	1.598125721965	0.0281265471679977	Rare
continuous	1	marker_scoring	Cell000065	1.62732842339519	1.73636085597648	0.109032432581288	Continuous
continuous	3	fibrodynmix_vi	Cell000055	1.55702245697147	1.65698864510129	0.099966188129825	Continuous
continuous	3	marker_scoring	Cell000107	1.56272627349055	1.78469170107248	0.221965427581939	Continuous
continuous	1	fibrodynmix_vi	Cell000071	1.70129169235725	1.56119667635554	0.140095016001711	Continuous
rare_transition	1	fibrodynmix_nb	Cell000073	1.12375913279874	1.68073348391386	0.556974351115112	Rare
rare_transition	3	fibrodynmix_vi	Cell000034	1.47841600808752	1.6237993719269	0.145383363839388	Rare
