scenario	replicate	method	cell_id	true_entropy	pred_entropy	entropy_abs_error	scenario_label
continuous	1	fibrodynmix_vi	Cell000100	1.54926320563053	1.54292190049072	0.00634130513981157	Continuous
continuous	2	marker_scoring	Cell000019	1.61769028852357	1.76591913295193	0.14822884442836	Continuous
continuous	2	fibrodynmix_nb	Cell000091	1.5206378841206	1.42995951998866	0.0906783641319369	Continuous
rare_transition	1	fibrodynmix_nb	Cell000072	1.53517636120485	1.46735944455597	0.0678169166488807	Rare
continuous	3	marker_scoring	Cell000057	1.44010135395513	1.7414963933412	0.30139503938607	Continuous
continuous	3	marker_scoring	Cell000078	1.00062927254794	1.7317724033988	0.731143130850853	Continuous
rare_transition	3	fibrodynmix_vi	Cell000027	1.47068170506633	1.74006340707491	0.269381702008579	Rare
continuous	1	marker_scoring	Cell000037	1.27290591099466	1.68753993420958	0.414634023214917	Continuous
continuous	3	fibrodynmix_vi	Cell000048	1.30966320816692	1.37855403770898	0.0688908295420665	Continuous
continuous	2	fibrodynmix_nb	Cell000078	1.17704930520018	1.45534626969427	0.278296964494087	Continuous
rare_transition	1	fibrodynmix_nb	Cell000105	1.3090880770226	1.57303021549383	0.263942138471234	Rare
rare_transition	2	marker_scoring	Cell000019	1.54320465615961	1.68912547293337	0.145920816773759	Rare
continuous	2	fibrodynmix_nb	Cell000020	1.52642254095307	1.28423007453228	0.242192466420789	Continuous
continuous	2	fibrodynmix_nb	Cell000053	1.52363422059345	1.70262770064589	0.178993480052445	Continuous
rare_transition	1	fibrodynmix_nb	Cell000049	1.3090880770226	1.57967863262159	0.270590555598992	Rare
rare_transition	3	fibrodynmix_nb	Cell000105	1.42309324421997	1.63484086123505	0.211747617015073	Rare
continuous	1	marker_scoring	Cell000032	1.47718459053924	1.73807578419821	0.260891193658977	Continuous
continuous	2	fibrodynmix_vi	Cell000026	1.61565723379452	1.65914677747493	0.0434895436804075	Continuous
rare_transition	3	fibrodynmix_vi	Cell000037	0.986761062426566	1.50855236299216	0.521791300565599	Rare
continuous	1	fibrodynmix_nb	Cell000100	1.54926320563053	1.56853135893543	0.0192681533049024	Continuous
continuous	2	marker_scoring	Cell000009	1.4261629155434	1.78058631130051	0.354423395757106	Continuous
rare_transition	2	fibrodynmix_nb	Cell000044	0.943934319604428	1.61491904037626	0.670984720771835	Rare
rare_transition	1	fibrodynmix_vi	Cell000107	1.41650573715964	1.57759208761951	0.161086350459876	Rare
rare_transition	3	fibrodynmix_vi	Cell000093	1.47335236732105	1.4945719836642	0.0212196163431482	Rare
rare_transition	2	fibrodynmix_nb	Cell000068	1.51039910661683	1.64009582208745	0.129696715470618	Rare
rare_transition	3	fibrodynmix_vi	Cell000016	0.923755439710279	1.69709228211419	0.773336842403911	Rare
rare_transition	1	fibrodynmix_vi	Cell000081	0.948483959184918	1.23470938346781	0.28622542428289	Rare
continuous	3	fibrodynmix_nb	Cell000026	1.62069706915	1.57132476630862	0.0493723028413757	Continuous
continuous	2	fibrodynmix_nb	Cell000016	1.05769799487709	1.66871616689158	0.611018172014487	Continuous
rare_transition	3	marker_scoring	Cell000083	1.04173175311414	1.76521857100026	0.72348681788612	Rare
rare_transition	2	fibrodynmix_vi	Cell000092	1.54224642274349	1.52211958025602	0.0201268424874741	Rare
continuous	1	fibrodynmix_vi	Cell000091	1.62852492140507	1.63828249038138	0.00975756897631008	Continuous
rare_transition	3	marker_scoring	Cell000013	1.06401070320007	1.75728980549822	0.693279102298152	Rare
rare_transition	2	marker_scoring	Cell000012	0.783171182689309	1.71878756737783	0.935616384688517	Rare
rare_transition	2	fibrodynmix_nb	Cell000027	1.45164139894819	1.5195484454565	0.0679070465083063	Rare
continuous	2	fibrodynmix_nb	Cell000107	1.51053040093358	1.33015269777639	0.180377703157189	Continuous
continuous	2	fibrodynmix_nb	Cell000018	1.03107133065826	1.48659153188518	0.45552020122691	Continuous
continuous	1	fibrodynmix_nb	Cell000010	1.46387495037207	1.6789493660605	0.215074415688437	Continuous
rare_transition	2	fibrodynmix_vi	Cell000035	1.38451440299068	1.50741916817846	0.122904765187773	Rare
rare_transition	3	marker_scoring	Cell000102	1.45652139820809	1.76801130829288	0.311489910084787	Rare
continuous	3	fibrodynmix_nb	Cell000087	1.44745281746538	1.54707958184931	0.0996267643839339	Continuous
rare_transition	3	fibrodynmix_nb	Cell000068	1.44825411381752	1.61716010495546	0.168905991137933	Rare
continuous	1	fibrodynmix_nb	Cell000011	1.18248664538469	1.54042018231659	0.357933536931897	Continuous
rare_transition	1	fibrodynmix_vi	Cell000017	1.29306209353441	1.43601728146193	0.142955187927522	Rare
rare_transition	1	marker_scoring	Cell000053	1.00422193658306	1.76060511598498	0.756383179401927	Rare
rare_transition	3	fibrodynmix_nb	Cell000078	1.03710538887587	1.58792865703832	0.55082326816245	Rare
rare_transition	2	marker_scoring	Cell000068	1.51039910661683	1.74282599554197	0.232426888925137	Rare
continuous	3	fibrodynmix_vi	Cell000007	1.3391238542634	1.48738119688694	0.148257342623542	Continuous
rare_transition	2	marker_scoring	Cell000063	1.42613779016416	1.75913862723461	0.333000837070455	Rare
rare_transition	2	marker_scoring	Cell000099	1.3090880770226	1.74548015447758	0.436392077454987	Rare
continuous	2	fibrodynmix_vi	Cell000098	1.42688783740046	1.70243124063019	0.275543403229734	Continuous
rare_transition	3	fibrodynmix_nb	Cell000050	1.1401873986047	1.61935224141028	0.479164842805575	Rare
continuous	1	fibrodynmix_vi	Cell000098	1.60892722413027	1.62225331641301	0.0133260922827401	Continuous
rare_transition	1	fibrodynmix_vi	Cell000025	1.4662460460467	1.46077059466862	0.00547545137807615	Rare
continuous	1	fibrodynmix_nb	Cell000088	1.50699242318393	1.40876480666105	0.0982276165228837	Continuous
continuous	2	fibrodynmix_vi	Cell000042	1.52703294448435	1.63929116820829	0.112258223723939	Continuous
continuous	3	fibrodynmix_vi	Cell000084	1.46453315242191	1.68642989277084	0.22189674034893	Continuous
continuous	2	fibrodynmix_nb	Cell000008	1.17143937325678	1.68762557453538	0.516186201278592	Continuous
rare_transition	2	marker_scoring	Cell000043	1.08035712864551	1.68405229418154	0.603695165536037	Rare
rare_transition	2	marker_scoring	Cell000096	1.45092962690023	1.76515874501309	0.314229118112859	Rare
continuous	2	marker_scoring	Cell000087	1.42071809602042	1.77742923625833	0.35671114023791	Continuous
rare_transition	2	fibrodynmix_nb	Cell000077	1.13615692241465	1.32791328423172	0.191756361817069	Rare
continuous	3	marker_scoring	Cell000036	1.57975319333814	1.7055750357254	0.125821842387259	Continuous
rare_transition	2	fibrodynmix_vi	Cell000016	0.992227469159076	1.62926904449066	0.637041575331583	Rare
rare_transition	1	marker_scoring	Cell000035	1.46838460345418	1.77301775061688	0.304633147162705	Rare
continuous	2	fibrodynmix_nb	Cell000051	1.5782496997585	1.64898988820637	0.0707401884478702	Continuous
continuous	2	fibrodynmix_nb	Cell000036	1.4799641973635	1.55131401861098	0.0713498212474808	Continuous
rare_transition	2	marker_scoring	Cell000108	1.34311724309144	1.74606506160026	0.402947818508819	Rare
rare_transition	3	fibrodynmix_nb	Cell000094	1.3090880770226	1.74380595327139	0.434717876248798	Rare
continuous	1	marker_scoring	Cell000054	1.47271725185033	1.73451752343425	0.261800271583928	Continuous
continuous	3	fibrodynmix_vi	Cell000050	1.11720207987643	1.62158366098037	0.50438158110394	Continuous
continuous	1	marker_scoring	Cell000038	1.30584955548145	1.70767492953261	0.401825374051157	Continuous
rare_transition	1	marker_scoring	Cell000100	1.39564881469815	1.77079480891443	0.375145994216279	Rare
rare_transition	2	fibrodynmix_vi	Cell000061	1.41127004184093	1.47975494507056	0.0684849032296284	Rare
continuous	2	marker_scoring	Cell000053	1.52363422059345	1.75016156863223	0.22652734803878	Continuous
rare_transition	2	fibrodynmix_nb	Cell000007	1.17363701965549	1.50418315777527	0.330546138119781	Rare
rare_transition	2	fibrodynmix_nb	Cell000035	1.38451440299068	1.48840594362507	0.103891540634383	Rare
rare_transition	1	fibrodynmix_vi	Cell000007	0.778296330730166	1.66180395292119	0.883507622191023	Rare
rare_transition	1	fibrodynmix_nb	Cell000057	1.52153417266197	1.53399771145729	0.0124635387953129	Rare
rare_transition	3	marker_scoring	Cell000032	1.40174294523645	1.71223386144223	0.310490916205772	Rare
rare_transition	2	fibrodynmix_vi	Cell000082	1.06031625082171	1.43770427641073	0.377388025589016	Rare
continuous	1	fibrodynmix_vi	Cell000083	1.61921085229594	1.59724894039439	0.0219619119015497	Continuous
rare_transition	3	fibrodynmix_vi	Cell000052	1.01182098277545	1.52870271739793	0.516881734622481	Rare
rare_transition	3	fibrodynmix_vi	Cell000028	1.3090880770226	1.51815743501006	0.209069357987464	Rare
continuous	1	marker_scoring	Cell000045	1.00640226076312	1.69029264653195	0.683890385768823	Continuous
continuous	2	fibrodynmix_nb	Cell000005	1.32317805404358	1.6989292892688	0.375751235225222	Continuous
continuous	1	fibrodynmix_nb	Cell000063	1.56530009480047	1.66552160668019	0.100221511879723	Continuous
rare_transition	3	marker_scoring	Cell000060	1.48415466526219	1.76875534223721	0.28460067697502	Rare
rare_transition	3	marker_scoring	Cell000095	1.56500260186403	1.70894404779057	0.143941445926544	Rare
rare_transition	1	marker_scoring	Cell000050	1.26340093593692	1.74512178546833	0.481720849531415	Rare
continuous	1	fibrodynmix_vi	Cell000010	1.46387495037207	1.68045781187171	0.216582861499644	Continuous
continuous	3	marker_scoring	Cell000056	1.60445697116225	1.71928003269336	0.114823061531116	Continuous
rare_transition	2	marker_scoring	Cell000085	0.879428503269513	1.54536831841259	0.665939815143078	Rare
continuous	1	fibrodynmix_vi	Cell000027	1.59144969048266	1.44975992265613	0.141689767826532	Continuous
rare_transition	1	fibrodynmix_vi	Cell000067	1.45869057090655	1.60302452576171	0.144333954855164	Rare
continuous	1	marker_scoring	Cell000034	1.61101809343582	1.7731258967577	0.162107803321879	Continuous
continuous	1	marker_scoring	Cell000081	1.32751061991338	1.70228670037584	0.374776080462454	Continuous
rare_transition	3	marker_scoring	Cell000012	0.946822257659106	1.78693122081513	0.840108963156023	Rare
rare_transition	3	marker_scoring	Cell000103	1.35948806507314	1.74473074714468	0.385242682071537	Rare
rare_transition	1	fibrodynmix_vi	Cell000086	0.87062823549158	1.61522172127397	0.744593485782385	Rare
rare_transition	3	fibrodynmix_vi	Cell000030	1.44233922529303	1.43543579205299	0.00690343324003306	Rare
continuous	3	fibrodynmix_vi	Cell000090	1.28580659743665	1.54712138173403	0.261314784297371	Continuous
continuous	3	fibrodynmix_nb	Cell000039	1.46325122849175	1.71555948363145	0.252308255139702	Continuous
continuous	3	fibrodynmix_nb	Cell000063	1.6139583310303	1.49743847743957	0.116519853590732	Continuous
continuous	2	fibrodynmix_nb	Cell000100	1.63837857250707	1.682463381167	0.0440848086599346	Continuous
rare_transition	2	fibrodynmix_vi	Cell000007	1.17363701965549	1.51792822575209	0.344291206096599	Rare
continuous	3	fibrodynmix_vi	Cell000103	1.60712220770162	1.59317461008723	0.0139475976143915	Continuous
rare_transition	2	marker_scoring	Cell000052	1.02177775579138	1.735270102597	0.713492346805627	Rare
rare_transition	1	fibrodynmix_vi	Cell000088	0.930811196611462	1.58636230312665	0.655551106515184	Rare
rare_transition	3	marker_scoring	Cell000030	1.44233922529303	1.73361770188035	0.29127847658732	Rare
continuous	2	fibrodynmix_nb	Cell000042	1.52703294448435	1.6374310099234	0.110398065439042	Continuous
rare_transition	2	fibrodynmix_nb	Cell000041	0.902485208407498	1.54134080539638	0.638855596988881	Rare
rare_transition	2	fibrodynmix_vi	Cell000019	1.54320465615961	1.4198527751047	0.123351881054911	Rare
rare_transition	3	fibrodynmix_vi	Cell000033	1.52976797894142	1.70601023741844	0.176242258477022	Rare
continuous	3	fibrodynmix_nb	Cell000047	1.46306337488863	1.56377244997647	0.100709075087837	Continuous
rare_transition	1	fibrodynmix_vi	Cell000066	1.44976573909023	1.63648198564174	0.186716246551512	Rare
continuous	1	fibrodynmix_vi	Cell000056	1.66630374362674	1.7570450451005	0.0907413014737539	Continuous
continuous	1	marker_scoring	Cell000010	1.46387495037207	1.75401138626322	0.290136435891154	Continuous
rare_transition	2	marker_scoring	Cell000033	1.46921931439247	1.77953071833762	0.310311403945146	Rare
continuous	1	fibrodynmix_vi	Cell000039	1.42427852904315	1.55196254209304	0.127684013049894	Continuous
rare_transition	3	fibrodynmix_nb	Cell000006	1.29732472327239	1.46223352034143	0.164908797069039	Rare
continuous	2	marker_scoring	Cell000011	1.33097058878747	1.76014476152768	0.42917417274021	Continuous
rare_transition	3	fibrodynmix_nb	Cell000098	1.51256986765493	1.40781953993062	0.104750327724309	Rare
rare_transition	1	fibrodynmix_vi	Cell000104	1.36534724934941	1.648957783849	0.283610534499595	Rare
rare_transition	2	fibrodynmix_vi	Cell000023	1.43626348534931	1.60012850580668	0.163865020457371	Rare
continuous	2	fibrodynmix_vi	Cell000016	1.05769799487709	1.66671066862876	0.609012673751664	Continuous
continuous	1	fibrodynmix_vi	Cell000014	1.35411193787718	1.41582342478654	0.0617114869093602	Continuous
continuous	1	fibrodynmix_vi	Cell000080	1.35644565096675	1.50753737577305	0.1510917248063	Continuous
rare_transition	2	fibrodynmix_vi	Cell000068	1.51039910661683	1.6536203940021	0.143221287385269	Rare
continuous	3	fibrodynmix_nb	Cell000082	1.22610530317049	1.38405507878727	0.157949775616779	Continuous
continuous	3	fibrodynmix_nb	Cell000065	1.47477173170581	1.69023622719781	0.215464495491993	Continuous
continuous	3	fibrodynmix_nb	Cell000003	1.41588423366198	1.60896979739288	0.193085563730898	Continuous
rare_transition	2	fibrodynmix_vi	Cell000032	1.39579842736417	1.52753989909456	0.131741471730395	Rare
continuous	1	marker_scoring	Cell000016	1.18796767296746	1.72583388906842	0.537866216100962	Continuous
continuous	2	marker_scoring	Cell000070	1.63094031621289	1.73715200500249	0.106211688789605	Continuous
continuous	3	marker_scoring	Cell000001	0.787881401574738	1.5173595043425	0.729478102767758	Continuous
rare_transition	1	fibrodynmix_nb	Cell000023	1.43721466026671	1.33353756251641	0.103677097750299	Rare
continuous	3	fibrodynmix_vi	Cell000004	1.43611992319954	1.35211101936594	0.084008903833598	Continuous
rare_transition	2	marker_scoring	Cell000067	1.45995645915188	1.73471712934599	0.274760670194109	Rare
continuous	1	fibrodynmix_nb	Cell000025	1.64639306104263	1.56461082846007	0.0817822325825619	Continuous
continuous	1	fibrodynmix_vi	Cell000024	1.6168311122817	1.70316231252365	0.0863312002419432	Continuous
rare_transition	1	fibrodynmix_vi	Cell000063	1.51812907846677	1.71158827810797	0.193459199641205	Rare
rare_transition	2	fibrodynmix_nb	Cell000047	0.99252904231166	1.53136854081051	0.538839498498855	Rare
continuous	2	fibrodynmix_nb	Cell000076	1.4263698695982	1.38926785154468	0.0371020180535235	Continuous
rare_transition	3	fibrodynmix_nb	Cell000022	1.40598799638046	1.61880284086737	0.212814844486902	Rare
rare_transition	1	fibrodynmix_nb	Cell000011	0.560429418933437	1.63094147456785	1.07051205563441	Rare
rare_transition	2	fibrodynmix_vi	Cell000003	1.3090880770226	1.67551949050206	0.366431413479468	Rare
rare_transition	2	fibrodynmix_vi	Cell000084	0.942231794133187	1.60029643522063	0.658064641087446	Rare
continuous	1	fibrodynmix_vi	Cell000020	1.67282344933981	1.69819434239022	0.0253708930504095	Continuous
rare_transition	1	marker_scoring	Cell000048	1.1278146748553	1.71878059066224	0.590965915806935	Rare
continuous	1	fibrodynmix_nb	Cell000107	1.47726868343934	1.66550821475547	0.188239531316127	Continuous
rare_transition	1	fibrodynmix_vi	Cell000045	0.88508111470836	1.51560969985972	0.630528585151365	Rare
continuous	3	fibrodynmix_vi	Cell000078	1.00062927254794	1.54323751618687	0.542608243638932	Continuous
continuous	3	fibrodynmix_vi	Cell000028	1.49461537701637	1.54231143289312	0.0476960558767512	Continuous
rare_transition	1	fibrodynmix_nb	Cell000059	1.46706022917768	1.72986538829601	0.26280515911833	Rare
rare_transition	1	fibrodynmix_vi	Cell000079	1.02385672329985	1.57345917624068	0.54960245294083	Rare
continuous	2	fibrodynmix_vi	Cell000017	1.02152319839382	1.60070614135647	0.579182942962646	Continuous
continuous	3	marker_scoring	Cell000094	1.59093629488201	1.72359390349944	0.132657608617424	Continuous
rare_transition	1	fibrodynmix_vi	Cell000084	1.21162813271402	1.77528690424368	0.563658771529664	Rare
rare_transition	2	fibrodynmix_nb	Cell000052	1.02177775579138	1.4622398299833	0.440462074191919	Rare
continuous	1	fibrodynmix_nb	Cell000016	1.18796767296746	1.60322321157295	0.415255538605492	Continuous
rare_transition	3	fibrodynmix_nb	Cell000012	0.946822257659106	1.56553403987354	0.618711782214435	Rare
rare_transition	3	fibrodynmix_vi	Cell000015	0.850258778258818	1.39421373470428	0.543954956445466	Rare
rare_transition	3	marker_scoring	Cell000070	1.43909733460654	1.77652829770425	0.33743096309771	Rare
continuous	2	fibrodynmix_vi	Cell000079	0.939341046015002	1.45612706568663	0.516786019671628	Continuous
continuous	2	fibrodynmix_nb	Cell000084	1.24889862045463	1.40928768843197	0.160389067977334	Continuous
continuous	2	fibrodynmix_nb	Cell000060	1.51989232235554	1.51006903059276	0.0098232917627854	Continuous
rare_transition	2	fibrodynmix_nb	Cell000017	1.202422657763	1.64381733691982	0.441394679156817	Rare
continuous	3	fibrodynmix_vi	Cell000059	1.56726699868354	1.54386928202753	0.0233977166560186	Continuous
rare_transition	3	marker_scoring	Cell000058	1.51627020415908	1.7277253248798	0.211455120720726	Rare
rare_transition	1	fibrodynmix_vi	Cell000031	1.39683580638885	1.59333617202015	0.196500365631293	Rare
rare_transition	3	marker_scoring	Cell000085	1.21451325511469	1.74016416655771	0.525650911443029	Rare
rare_transition	2	fibrodynmix_nb	Cell000092	1.54224642274349	1.51628856080807	0.0259578619354284	Rare
continuous	1	fibrodynmix_nb	Cell000042	1.49747649804869	1.68528693819619	0.187810440147498	Continuous
rare_transition	2	fibrodynmix_vi	Cell000022	1.45415355590761	1.57249390819166	0.118340352284047	Rare
rare_transition	2	fibrodynmix_nb	Cell000053	1.04529759384531	1.50895084943003	0.463653255584714	Rare
rare_transition	3	fibrodynmix_vi	Cell000085	1.21451325511469	1.72507686997579	0.510563614861102	Rare
continuous	3	fibrodynmix_vi	Cell000071	1.54741037814138	1.52983703296165	0.0175733451797284	Continuous
continuous	1	fibrodynmix_vi	Cell000028	1.45631843596739	1.68337390898228	0.227055473014899	Continuous
continuous	2	fibrodynmix_vi	Cell000078	1.17704930520018	1.4569052093625	0.27985590416232	Continuous
continuous	1	fibrodynmix_nb	Cell000098	1.60892722413027	1.61765913255496	0.00873190842469662	Continuous
rare_transition	3	fibrodynmix_nb	Cell000062	1.5388311374612	1.56551168312538	0.0266805456641754	Rare
rare_transition	1	fibrodynmix_vi	Cell000083	0.822757367393599	1.54390028708745	0.721142919693848	Rare
rare_transition	2	fibrodynmix_vi	Cell000101	1.55914353772076	1.63485670072731	0.0757131630065453	Rare
rare_transition	1	marker_scoring	Cell000072	1.53517636120485	1.71866296012697	0.183486598922116	Rare
rare_transition	3	fibrodynmix_nb	Cell000048	0.913174520407661	1.42650852577435	0.513334005366686	Rare
continuous	2	fibrodynmix_nb	Cell000002	1.38035311697768	1.63890564018276	0.258552523205081	Continuous
continuous	1	marker_scoring	Cell000005	1.24792877676539	1.6643155367176	0.416386759952215	Continuous
continuous	2	fibrodynmix_nb	Cell000081	1.12037842217115	1.75959568638239	0.639217264211236	Continuous
rare_transition	2	fibrodynmix_nb	Cell000001	0.980285816365645	1.35846636443238	0.378180548066736	Rare
rare_transition	1	fibrodynmix_vi	Cell000108	1.42075285477727	1.53234378175376	0.111590926976489	Rare
continuous	1	fibrodynmix_vi	Cell000075	1.39533481062546	1.15273247171372	0.242602338911749	Continuous
rare_transition	3	fibrodynmix_vi	Cell000078	1.03710538887587	1.59201884139726	0.554913452521389	Rare
continuous	2	fibrodynmix_nb	Cell000054	1.08632743940821	1.63648958355834	0.550162144150128	Continuous
continuous	1	marker_scoring	Cell000039	1.42427852904315	1.75991952134232	0.335640992299172	Continuous
continuous	1	fibrodynmix_nb	Cell000070	1.56145690809099	1.64113879785975	0.0796818897687601	Continuous
rare_transition	1	fibrodynmix_nb	Cell000100	1.39564881469815	1.56221486143647	0.166566046738319	Rare
continuous	2	fibrodynmix_nb	Cell000035	1.66005031401233	1.69030980618398	0.030259492171653	Continuous
continuous	1	fibrodynmix_vi	Cell000058	1.54305598174981	1.42768847927253	0.115367502477283	Continuous
continuous	3	fibrodynmix_vi	Cell000092	1.64650414317144	1.40500528226212	0.24149886090932	Continuous
continuous	2	marker_scoring	Cell000082	1.43121774291621	1.76086360320502	0.329645860288808	Continuous
rare_transition	1	fibrodynmix_nb	Cell000090	1.06469807353083	1.53175982398195	0.46706175045112	Rare
continuous	2	marker_scoring	Cell000020	1.52642254095307	1.70626809861486	0.17984555766179	Continuous
rare_transition	3	marker_scoring	Cell000041	1.24327702074714	1.66893647749328	0.425659456746146	Rare
continuous	2	marker_scoring	Cell000014	1.42892948650774	1.77407089745194	0.345141410944202	Continuous
rare_transition	1	marker_scoring	Cell000011	0.560429418933437	1.72374160756036	1.16331218862693	Rare
continuous	3	fibrodynmix_nb	Cell000089	1.11102706141568	1.53225123356045	0.421224172144766	Continuous
continuous	2	fibrodynmix_vi	Cell000018	1.03107133065826	1.46940066905191	0.438329338393641	Continuous
continuous	1	marker_scoring	Cell000019	1.54263012701804	1.74973674820913	0.207106621191088	Continuous
rare_transition	3	fibrodynmix_vi	Cell000060	1.48415466526219	1.72910456980191	0.244949904539717	Rare
continuous	3	fibrodynmix_nb	Cell000060	1.60963412005419	1.57394273285531	0.0356913871988866	Continuous
continuous	1	marker_scoring	Cell000096	1.67583720083522	1.73534721757293	0.0595100167377107	Continuous
continuous	2	fibrodynmix_vi	Cell000082	1.43121774291621	1.43874657743679	0.00752883452057751	Continuous
rare_transition	3	fibrodynmix_nb	Cell000067	1.4788534833435	1.57168791477483	0.0928344314313381	Rare
continuous	3	marker_scoring	Cell000089	1.11102706141568	1.56931557438245	0.458288512966771	Continuous
continuous	1	fibrodynmix_vi	Cell000034	1.61101809343582	1.68719957209189	0.0761814786560704	Continuous
rare_transition	2	marker_scoring	Cell000015	1.36211791194389	1.78312525591622	0.42100734397233	Rare
continuous	3	fibrodynmix_nb	Cell000099	1.6086227644036	1.59966175041235	0.00896101399124927	Continuous
rare_transition	1	fibrodynmix_vi	Cell000015	0.833799033186634	1.70075333275655	0.866954299569914	Rare
rare_transition	1	marker_scoring	Cell000039	0.933836590397223	1.75167298768492	0.817836397287696	Rare
continuous	2	fibrodynmix_vi	Cell000095	1.5619145396933	1.56250819561262	0.000593655919322922	Continuous
continuous	1	marker_scoring	Cell000006	1.06975863386125	1.71738719657385	0.6476285627126	Continuous
rare_transition	1	fibrodynmix_nb	Cell000019	1.30945855041259	1.72203772445102	0.412579174038429	Rare
rare_transition	2	fibrodynmix_nb	Cell000028	1.51097990451203	1.68415403221143	0.173174127699406	Rare
continuous	3	fibrodynmix_nb	Cell000057	1.44010135395513	1.54420193646104	0.10410058250591	Continuous
rare_transition	3	fibrodynmix_vi	Cell000026	1.37000651603606	1.48057195637416	0.110565440338101	Rare
continuous	1	fibrodynmix_vi	Cell000094	1.67984794791387	1.4416259417145	0.238222006199372	Continuous
continuous	1	fibrodynmix_nb	Cell000050	1.37100767354152	1.6618864424424	0.290878768900877	Continuous
continuous	3	fibrodynmix_nb	Cell000002	1.51873933581496	1.4329737850455	0.0857655507694621	Continuous
continuous	1	fibrodynmix_nb	Cell000059	1.56926466361782	1.55101486132637	0.0182498022914557	Continuous
rare_transition	3	marker_scoring	Cell000007	1.19604859850218	1.73825270601377	0.542204107511594	Rare
continuous	3	marker_scoring	Cell000105	1.6447398764632	1.7612738418799	0.116533965416697	Continuous
rare_transition	2	marker_scoring	Cell000090	1.3090880770226	1.74506182144232	0.435973744419721	Rare
rare_transition	2	marker_scoring	Cell000049	1.06251293144607	1.72784781341565	0.665334881969572	Rare
rare_transition	1	fibrodynmix_vi	Cell000096	1.50621711311667	1.75287844303159	0.246661329914922	Rare
rare_transition	2	fibrodynmix_nb	Cell000022	1.45415355590761	1.56858757086508	0.114434014957473	Rare
rare_transition	1	marker_scoring	Cell000037	0.75669911923773	1.74922886546835	0.99252974623062	Rare
continuous	3	fibrodynmix_vi	Cell000100	1.57305862220032	1.44281328519503	0.130245337005296	Continuous
continuous	2	marker_scoring	Cell000001	1.3235360938267	1.7366035488697	0.413067455043007	Continuous
continuous	2	fibrodynmix_vi	Cell000003	1.18744091285421	1.66266712935199	0.475226216497775	Continuous
rare_transition	1	marker_scoring	Cell000090	1.06469807353083	1.77390372676825	0.709205653237415	Rare
rare_transition	2	fibrodynmix_nb	Cell000006	1.02826364199	1.5111079975798	0.482844355589805	Rare
rare_transition	2	fibrodynmix_nb	Cell000086	0.936077622735789	1.45358271239209	0.517505089656299	Rare
rare_transition	2	fibrodynmix_nb	Cell000100	1.36076483419136	1.24967516402897	0.111089670162387	Rare
continuous	2	fibrodynmix_vi	Cell000020	1.52642254095307	1.3196528536113	0.20676968734177	Continuous
rare_transition	2	marker_scoring	Cell000050	1.15079085117498	1.74587534938897	0.595084498213992	Rare
rare_transition	3	marker_scoring	Cell000080	1.48941182936076	1.76880449853396	0.279392669173197	Rare
rare_transition	2	marker_scoring	Cell000055	1.51003124236076	1.77109243902517	0.261061196664409	Rare
continuous	3	marker_scoring	Cell000073	1.53424940917339	1.68718963980391	0.152940230630525	Continuous
rare_transition	3	fibrodynmix_vi	Cell000102	1.45652139820809	1.63741657525682	0.180895177048731	Rare
rare_transition	3	marker_scoring	Cell000031	1.51877481182393	1.77516453819299	0.256389726369059	Rare
rare_transition	2	fibrodynmix_nb	Cell000030	1.3090880770226	1.69725378249501	0.388165705472413	Rare
continuous	1	marker_scoring	Cell000009	1.23444554647316	1.73611756538521	0.501672018912046	Continuous
continuous	3	fibrodynmix_nb	Cell000085	1.28790399747376	1.55144295814259	0.263538960668828	Continuous
continuous	2	fibrodynmix_vi	Cell000088	1.54070470326468	1.61068804208696	0.0699833388222759	Continuous
rare_transition	3	fibrodynmix_nb	Cell000052	1.01182098277545	1.52470980294504	0.51288882016959	Rare
rare_transition	3	fibrodynmix_vi	Cell000008	1.09396239303792	1.5723183635643	0.478355970526371	Rare
continuous	3	fibrodynmix_nb	Cell000049	1.22898217129654	1.53356500381632	0.304582832519786	Continuous
rare_transition	3	marker_scoring	Cell000029	1.39476697790555	1.72785005538917	0.333083077483622	Rare
rare_transition	1	fibrodynmix_vi	Cell000027	1.49307002806727	1.73851921435053	0.245449186283251	Rare
rare_transition	1	fibrodynmix_nb	Cell000040	1.2640329124895	1.69885054708512	0.434817634595621	Rare
rare_transition	1	fibrodynmix_vi	Cell000101	1.52422003810815	1.46557943559107	0.0586406025170809	Rare
continuous	2	fibrodynmix_vi	Cell000100	1.63837857250707	1.6766650757959	0.0382865032888278	Continuous
rare_transition	1	fibrodynmix_vi	Cell000089	1.04125931083953	1.50911458639558	0.467855275556052	Rare
continuous	3	fibrodynmix_nb	Cell000027	1.45557158743948	1.6894703164918	0.23389872905232	Continuous
rare_transition	1	fibrodynmix_vi	Cell000065	1.37390006151648	1.61106768421456	0.23716762269808	Rare
continuous	2	marker_scoring	Cell000104	1.6320945238169	1.73489926036712	0.102804736550217	Continuous
rare_transition	3	fibrodynmix_vi	Cell000074	1.16017129928315	1.36687547894349	0.20670417966034	Rare
continuous	3	fibrodynmix_vi	Cell000014	1.19327315353203	1.12705263573865	0.0662205177933815	Continuous
rare_transition	2	fibrodynmix_vi	Cell000001	0.980285816365645	1.38361771807706	0.403331901711416	Rare
