scenario	replicate	method	cell_id	is_transition	entropy_score	auroc	auprc	transition_class
rare_transition	3	marker_scoring	Cell000031	FALSE	1.77516453819299	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000032	FALSE	1.71223386144223	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000033	FALSE	1.7793734547229	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000034	FALSE	1.77710195156894	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000035	FALSE	1.75156589198422	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000036	FALSE	1.79036527144657	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000037	FALSE	1.72121853418512	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000038	FALSE	1.7519262117063	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000039	FALSE	1.69746982863651	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000040	FALSE	1.78404852550652	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000041	FALSE	1.66893647749328	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000042	FALSE	1.77513057312245	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000043	FALSE	1.73971104536667	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000044	FALSE	1.65759077934297	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000045	FALSE	1.71428908586458	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000046	FALSE	1.7624116424466	0.598039215686274	0.0961160979543333	Other cells
rare_transition	3	marker_scoring	Cell000047	TRUE	1.75397507021508	0.598039215686274	0.0961160979543333	Rare transition
